name,ascii_name,pop,timezone,country,lat,lng
Uvel’skiy,Uvel'skiy,11293,Asia/Yekaterinburg,RU,54.4446,61.3574
Deerlijk,Deerlijk,11292,Europe/Brussels,BE,50.85337,3.35416
Biskupin,Biskupin,11292,Europe/Warsaw,PL,51.10097,17.10442
Borgaro Torinese,Borgaro Torinese,11291,Europe/Rome,IT,45.15122,7.65543
Dąbrowa Tarnowska,Dabrowa Tarnowska,11291,Europe/Warsaw,PL,50.17462,20.98633
Lügde,Luegde,11290,Europe/Berlin,DE,51.95828,9.24706
Kurud,Kurud,11290,Asia/Kolkata,IN,20.83073,81.72212
Oberschleißheim,Oberschleissheim,11290,Europe/Berlin,DE,48.25,11.56667
Stein,Stein,11290,Europe/Amsterdam,NL,50.96917,5.76667
Nacajuca,Nacajuca,11289,America/Mexico_City,MX,18.16971,-93.01843
Progreso Industrial,Progreso Industrial,11289,America/Mexico_City,MX,19.63635,-99.35687
Farias Brito,Farias Brito,11288,America/Fortaleza,BR,-6.93056,-39.56556
Merriam,Merriam,11288,America/Chicago,US,39.02362,-94.69357
Dassel,Dassel,11287,Europe/Berlin,DE,51.80179,9.68904
Pechea,Pechea,11287,Europe/Bucharest,RO,45.63333,27.8
Cheam,Cheam,11286,Europe/London,GB,51.36179,-0.21977
Bondues,Bondues,11285,Europe/Paris,FR,50.70196,3.09497
Madison Heights,Madison Heights,11285,America/New_York,US,37.43098,-79.12308
Woods Cross,Woods Cross,11284,America/Denver,US,40.87161,-111.89216
Brand-Erbisdorf,Brand-Erbisdorf,11284,Europe/Berlin,DE,50.86643,13.32285
Illintsi,Illintsi,11284,Europe/Kyiv,UA,49.10544,29.20589
Spearfish,Spearfish,11283,America/Denver,US,44.49082,-103.85937
Plano,Plano,11282,America/Chicago,US,41.66281,-88.53702
Johin,Johin,11281,Africa/Abidjan,CI,5.80465,-6.78437
Geeste,Geeste,11281,Europe/Berlin,DE,52.6,7.26667
Warren,Warren,11280,America/New_York,US,41.73038,-71.28255
Santa Cruz de Bezana,Santa Cruz de Bezana,11279,Europe/Madrid,ES,43.4437,-3.90324
Gewanē,Gewane,11279,Africa/Addis_Ababa,ET,10.16658,40.64689
Urussu,Urussu,11279,Europe/Moscow,RU,54.59812,53.46313
Bytča,Bytca,11279,Europe/Bratislava,SK,49.22404,18.55878
Stanwell,Stanwell,11279,Europe/London,GB,51.45414,-0.47812
Akodia,Akodia,11278,Asia/Kolkata,IN,23.38027,76.59875
Rambha,Rambha,11276,Asia/Kolkata,IN,19.51667,85.1
Drawsko Pomorskie,Drawsko Pomorskie,11275,Europe/Warsaw,PL,53.53056,15.80967
Itanhandu,Itanhandu,11274,America/Sao_Paulo,BR,-22.29583,-44.93472
Parkes,Parkes,11274,Australia/Sydney,AU,-33.1372,148.1759
Kimberley,Kimberley,11273,Europe/London,GB,52.98333,-1.26667
Shiloh,Shiloh,11272,America/New_York,US,39.81867,-84.22855
Khiri Mat,Khiri Mat,11272,Asia/Bangkok,TH,16.83333,99.8
Palu,Palu,11271,Europe/Istanbul,TR,38.69135,39.91984
Guthrie,Guthrie,11270,America/Chicago,US,35.87894,-97.42532
San Miguel Xoxtla,San Miguel Xoxtla,11269,America/Mexico_City,MX,19.16763,-98.30758
Lichtenau,Lichtenau,11268,Europe/Berlin,DE,51.61707,8.89665
Communications Hill,Communications Hill,11267,America/Los_Angeles,US,37.289,-121.8551
Szigetvár,Szigetvar,11267,Europe/Budapest,HU,46.04865,17.80554
Traun,Traun,11267,Europe/Vienna,AT,48.22086,14.23833
Huntington,Huntington,11267,America/New_York,US,38.79234,-77.07081
Sinor,Sinor,11267,Asia/Kolkata,IN,21.91117,73.33974
Cusseta,Cusseta,11267,America/New_York,US,32.30543,-84.7727
Azkoitia,Azkoitia,11266,Europe/Madrid,ES,43.17744,-2.31129
Altensteig,Altensteig,11266,Europe/Berlin,DE,48.58649,8.60395
San Vicente de Chucurí,San Vicente de Chucuri,11265,America/Bogota,CO,6.881,-73.40977
Sonseca,Sonseca,11265,Europe/Madrid,ES,39.67747,-3.97448
Royal Wootton Bassett,Royal Wootton Bassett,11265,Europe/London,GB,51.5419,-1.9045
Cumaral,Cumaral,11263,America/Bogota,CO,4.2708,-73.48669
Concesio,Concesio,11262,Europe/Rome,IT,45.60518,10.21697
Tibigan,Tibigan,11262,Asia/Manila,PH,9.9518,123.9622
Bereeda,Bereeda,11262,Africa/Mogadishu,SO,11.87037,51.05795
Lewis Center,Lewis Center,11261,America/New_York,US,40.1984,-83.01018
Ostwald,Ostwald,11261,Europe/Paris,FR,48.54369,7.71099
Ventersburg,Ventersburg,11260,Africa/Johannesburg,ZA,-28.08561,27.13814
Aykol,Aykol,11260,Asia/Urumqi,CN,40.95759,80.13574
Gerze,Gerze,11260,Europe/Istanbul,TR,41.80361,35.20111
Edd,Edd,11259,Africa/Asmara,ER,13.93088,41.6938
Lei Cheng Uk Estate,Lei Cheng Uk Estate,11259,Asia/Hong_Kong,HK,22.33937,114.15921
Virton,Virton,11259,Europe/Brussels,BE,49.56824,5.53259
Kin,Kin,11259,Asia/Tokyo,JP,26.45222,127.91778
Tatsinskiy,Tatsinskiy,11258,Europe/Moscow,RU,48.19677,41.27558
Quixeré,Quixere,11258,America/Fortaleza,BR,-5.07417,-37.98861
Estevan,Estevan,11258,America/Regina,CA,49.13337,-102.98422
Barreirinha,Barreirinha,11257,America/Manaus,BR,-2.79333,-57.07
Santa Rosa de Sacco,Santa Rosa de Sacco,11257,America/Lima,PE,-11.55067,-75.94255
Emstek,Emstek,11257,Europe/Berlin,DE,52.83333,8.15
Ponte San Pietro,Ponte San Pietro,11256,Europe/Rome,IT,45.70596,9.5905
Capoterra,Capoterra,11255,Europe/Rome,IT,39.1752,8.97199
Gösting,Goesting,11255,Europe/Vienna,AT,47.09788,15.39777
Lianhe,Lianhe,11254,Asia/Shanghai,CN,29.59324,108.42665
Tiégba,Tiegba,11252,Africa/Abidjan,CI,6.2328,-5.65306
Lapão,Lapao,11252,America/Bahia,BR,-11.38333,-41.83194
Wrentham,Wrentham,11251,America/New_York,US,42.06677,-71.32811
Mozarlândia,Mozarlandia,11251,America/Sao_Paulo,BR,-14.74472,-50.57056
Vendas Novas,Vendas Novas,11248,Europe/Lisbon,PT,38.67706,-8.45792
Loganville,Loganville,11248,America/New_York,US,33.839,-83.90074
Idukki,Idukki,11248,Asia/Kolkata,IN,9.85,76.96667
Westwood,Westwood,11247,America/New_York,US,40.99121,-74.03264
Munhall,Munhall,11247,America/New_York,US,40.39229,-79.90005
Yazoo City,Yazoo City,11245,America/Chicago,US,32.85513,-90.40565
Khorol’,Khorol',11245,Asia/Vladivostok,RU,44.42631,132.07638
Minooka,Minooka,11243,America/Chicago,US,41.45531,-88.26173
Ash Shajarah,Ash Shajarah,11243,Asia/Amman,JO,32.64391,35.94175
Altãnia,Altania,11242,America/Sao_Paulo,BR,-23.87444,-53.90167
Xinzhai,Xinzhai,11242,Asia/Shanghai,CN,33.64387,104.68386
Pogar,Pogar,11242,Europe/Moscow,RU,52.55287,33.25961
Khenichet-sur Ouerrha,Khenichet-sur Ouerrha,11241,Africa/Casablanca,MA,34.44041,-5.67879
Villa Cuauhtémoc,Villa Cuauhtemoc,11241,America/Mexico_City,MX,19.41676,-99.55872
Villiers,Villiers,11240,Africa/Johannesburg,ZA,-27.03026,28.60061
Isselburg,Isselburg,11239,Europe/Berlin,DE,51.83232,6.46428
Manching,Manching,11239,Europe/Berlin,DE,48.71656,11.49393
Al Fūlah,Al Fulah,11238,Africa/Khartoum,SD,11.73292,28.35786
Kouaméfra,Kouamefra,11237,Africa/Abidjan,CI,6.59205,-5.42399
Atherstone,Atherstone,11237,Europe/London,GB,52.57536,-1.54693
Opi,Opi,11237,Africa/Lagos,NG,6.78223,7.43319
Campbellsville,Campbellsville,11237,America/New_York,US,37.3434,-85.34191
Candon,Candon,11236,Asia/Manila,PH,17.19472,120.45167
Prieska,Prieska,11236,Africa/Johannesburg,ZA,-29.66803,22.74251
Riachão das Neves,Riachao das Neves,11236,America/Bahia,BR,-11.74611,-44.91
San Pablo Atlazalpan,San Pablo Atlazalpan,11236,America/Mexico_City,MX,19.21742,-98.90763
Lake Grove,Lake Grove,11235,America/New_York,US,40.85288,-73.11511
Magapit,Magapit,11235,Asia/Manila,PH,18.13741,121.66942
Stollberg,Stollberg,11235,Europe/Berlin,DE,50.70999,12.78034
Kimamba,Kimamba,11235,Africa/Dar_es_Salaam,TZ,-6.78333,37.13333
Gengenbach,Gengenbach,11234,Europe/Berlin,DE,48.40476,8.01433
Yvetot,Yvetot,11232,Europe/Paris,FR,49.61744,0.75814
Yorktown,Yorktown,11231,America/Indiana/Indianapolis,US,40.17365,-85.49414
Vetralla,Vetralla,11231,Europe/Rome,IT,42.31787,12.07323
Mountain Ash,Mountain Ash,11230,Europe/London,GB,51.68361,-3.38008
Torre del Lago Puccini,Torre del Lago Puccini,11230,Europe/Rome,IT,43.82887,10.28912
Yalıkavak,Yalikavak,11227,Europe/Istanbul,TR,37.10528,27.29722
Vieste,Vieste,11227,Europe/Rome,IT,41.88209,16.17139
Arenzano,Arenzano,11226,Europe/Rome,IT,44.40521,8.68315
White House,White House,11226,America/Chicago,US,36.47032,-86.65138
Dobele,Dobele,11225,Europe/Riga,LV,56.62372,23.2751
Carnisse,Carnisse,11225,Europe/Amsterdam,NL,51.88932,4.47758
Glubokiy,Glubokiy,11225,Europe/Moscow,RU,48.52716,40.33144
Chekmagush,Chekmagush,11225,Asia/Yekaterinburg,RU,55.13194,54.65556
Encamp,Encamp,11223,Europe/Andorra,AD,42.53474,1.58014
Browns Mills,Browns Mills,11223,America/New_York,US,39.97261,-74.58293
Izola,Izola,11223,Europe/Ljubljana,SI,45.53694,13.66194
Mendota Heights,Mendota Heights,11223,America/Chicago,US,44.88358,-93.13827
Tonggu,Tonggu,11222,Asia/Shanghai,CN,29.60609,105.46694
Areguá,Aregua,11222,America/Asuncion,PY,-25.3125,-57.38472
Guangxing,Guangxing,11222,Asia/Shanghai,CN,29.05577,106.55549
Monte Azul,Monte Azul,11221,America/Sao_Paulo,BR,-15.155,-42.87472
Piedimonte Matese,Piedimonte Matese,11220,Europe/Rome,IT,41.35082,14.36803
Soyaux,Soyaux,11220,Europe/Paris,FR,45.64052,0.19752
Hinchinbrook,Hinchinbrook,11220,Australia/Sydney,AU,-33.91878,150.86314
Chandūr,Chandur,11220,Asia/Kolkata,IN,17.87455,78.10017
Grosse Pointe Park,Grosse Pointe Park,11220,America/Detroit,US,42.37587,-82.93742
Elgoibar,Elgoibar,11220,Europe/Madrid,ES,43.21601,-2.41334
Anandnagar,Anandnagar,11220,Asia/Kolkata,IN,27.10062,83.27156
Vinzili,Vinzili,11219,Asia/Yekaterinburg,RU,56.95938,65.7708
Felsberg,Felsberg,11219,Europe/Berlin,DE,51.13763,9.42139
Barghāt,Barghat,11219,Asia/Kolkata,IN,22.03065,79.7328
Bulleen,Bulleen,11219,Australia/Melbourne,AU,-37.76667,145.08333
Raesfeld,Raesfeld,11218,Europe/Berlin,DE,51.76667,6.85
Shiloh,Shiloh,11218,America/New_York,US,39.97815,-76.79719
Pike Creek Valley,Pike Creek Valley,11217,America/New_York,US,39.73622,-75.69827
Shiloh,Shiloh,11217,America/New_York,US,41.04172,-78.2914
Germencik,Germencik,11217,Europe/Istanbul,TR,37.87056,27.60283
Marcali,Marcali,11216,Europe/Budapest,HU,46.58498,17.41196
Pedregulho,Pedregulho,11216,America/Sao_Paulo,BR,-20.25694,-47.47667
Ribeirópolis,Ribeiropolis,11214,America/Maceio,BR,-10.53944,-37.41667
Beachwood,Beachwood,11214,America/New_York,US,39.93901,-74.19292
Santo André,Santo Andre,11213,Europe/Lisbon,PT,39.05532,-8.24414
Haysville,Haysville,11212,America/Chicago,US,37.56446,-97.35227
Volchikha,Volchikha,11212,Asia/Barnaul,RU,52.01356,80.35715
Spencer,Spencer,11212,America/Chicago,US,43.14136,-95.14444
North Smithfield,North Smithfield,11212,America/New_York,US,41.96677,-71.54951
Bulqizë,Bulqize,11212,Europe/Tirane,AL,41.49167,20.22194
Novoorsk,Novoorsk,11212,Asia/Yekaterinburg,RU,51.381,58.9813
González,Gonzalez,11212,America/Monterrey,MX,22.82735,-98.42713
Pontecagnano,Pontecagnano,11211,Europe/Rome,IT,40.64448,14.87628
Sādāt,Sadat,11211,Asia/Kolkata,IN,25.67117,83.30269
Tarazona,Tarazona,11211,Europe/Madrid,ES,41.90475,-1.72678
Santa Maria La Carità,Santa Maria La Carita,11210,Europe/Rome,IT,40.71611,14.50984
Terre Rouge,Terre Rouge,11210,Indian/Mauritius,MU,-20.1283,57.53116
Kavaratti,Kavaratti,11210,Asia/Kolkata,IN,10.56688,72.64203
Orange City,Orange City,11210,America/New_York,US,28.94888,-81.29867
Ianca,Ianca,11209,Europe/Bucharest,RO,45.13333,27.45
Talibon,Talibon,11209,Asia/Manila,PH,10.14917,124.325
Warner,Warner,11209,Australia/Brisbane,AU,-27.31222,152.94981
Barkhera Kalān,Barkhera Kalan,11209,Asia/Kolkata,IN,28.45209,79.80655
Boguchany,Boguchany,11209,Asia/Krasnoyarsk,RU,58.38139,97.45306
Berkley,Berkley,11207,America/Denver,US,39.80443,-105.02609
Kavarna,Kavarna,11205,Europe/Sofia,BG,43.43601,28.33953
Butere,Butere,11205,Africa/Nairobi,KE,0.20694,34.49006
Namalenga,Namalenga,11204,Africa/Dar_es_Salaam,TZ,-10.95,39.1
Anastasiyevskaya,Anastasiyevskaya,11204,Europe/Moscow,RU,45.21576,37.89258
Werkendam,Werkendam,11204,Europe/Amsterdam,NL,51.81,4.89444
Vanimo,Vanimo,11204,Pacific/Port_Moresby,PG,-2.68372,141.30195
Santa Cruz de las Flores,Santa Cruz de las Flores,11204,America/Mexico_City,MX,20.48056,-103.50278
Saint-André-les-Vergers,Saint-Andre-les-Vergers,11203,Europe/Paris,FR,48.28527,4.0521
L’vovskiy,L'vovskiy,11202,Europe/Moscow,RU,55.31872,37.52337
Pompton Lakes,Pompton Lakes,11202,America/New_York,US,41.00538,-74.2907
Meitingen,Meitingen,11201,Europe/Berlin,DE,48.54586,10.85179
Brasiléia,Brasileia,11200,America/Rio_Branco,BR,-11.01611,-68.74806
Woodbridge,Woodbridge,11200,Europe/London,GB,52.09332,1.32042
Hillarys,Hillarys,11200,Australia/Perth,AU,-31.80698,115.74045
Vernal,Vernal,11200,America/Denver,US,40.45552,-109.52875
Tanping,Tanping,11199,Asia/Shanghai,CN,33.81122,104.97543
River Forest,River Forest,11199,America/Chicago,US,41.89781,-87.81395
Quarry Bay,Quarry Bay,11198,Asia/Hong_Kong,HK,22.28768,114.2135
Wimbledon Park,Wimbledon Park,11197,Europe/London,GB,51.43495,-0.1988
Pincourt,Pincourt,11197,America/Toronto,CA,45.38338,-73.9825
Sanjiaocheng,Sanjiaocheng,11196,Asia/Shanghai,CN,36.89083,100.99972
Pedra,Pedra,11196,America/Recife,BR,-8.49694,-36.94083
Saint Peter,Saint Peter,11196,America/Chicago,US,44.32358,-93.95801
Chandla,Chandla,11195,Asia/Kolkata,IN,25.07148,80.19294
Calvizzano,Calvizzano,11194,Europe/Rome,IT,40.90782,14.18581
Jefferson,Jefferson,11193,America/Chicago,US,29.96604,-90.15313
Ogano,Ogano,11192,Asia/Tokyo,JP,36.02191,139.00301
Amélékia,Amelekia,11192,Africa/Abidjan,CI,6.83036,-3.57522
Aconibe,Aconibe,11192,Africa/Malabo,GQ,1.29683,10.93691
Glubokoye,Glubokoye,11192,Asia/Almaty,KZ,50.13887,82.31114
Andrott,Andrott,11191,Asia/Kolkata,IN,10.81186,73.67408
Villarrubia de los Ojos,Villarrubia de los Ojos,11191,Europe/Madrid,ES,39.22085,-3.60802
Kazarman,Kazarman,11191,Asia/Bishkek,KG,41.40452,74.02828
Baranzate,Baranzate,11190,Europe/Rome,IT,45.52717,9.11724
Hillcrest,Hillcrest,11190,Pacific/Auckland,NZ,-36.7882,174.73019
Riehl,Riehl,11188,Europe/Berlin,DE,50.96686,6.97572
Óbidos,Obidos,11187,Europe/Lisbon,PT,39.36055,-9.1567
Codajás,Codajas,11185,America/Manaus,BR,-3.83667,-62.05694
Ince-in-Makerfield,Ince-in-Makerfield,11185,Europe/London,GB,53.53333,-2.61667
Jerome,Jerome,11184,America/Boise,US,42.72407,-114.51865
Ilfracombe,Ilfracombe,11184,Europe/London,GB,51.2093,-4.11344
Suzdal’,Suzdal',11183,Europe/Moscow,RU,56.42408,40.44978
Opmeer,Opmeer,11183,Europe/Amsterdam,NL,52.70667,4.94444
Jibou,Jibou,11183,Europe/Bucharest,RO,47.25896,23.25651
Pānsemāl,Pansemal,11183,Asia/Kolkata,IN,21.65981,74.69937
Springdale,Springdale,11182,America/New_York,US,39.287,-84.48522
Fürth,Furth,11181,Europe/Berlin,DE,49.65083,8.78472
Armstrong,Armstrong,11181,America/Argentina/Cordoba,AR,-32.78215,-61.60222
Osio Sotto,Osio Sotto,11181,Europe/Rome,IT,45.61608,9.58905
Iranduba,Iranduba,11180,America/Manaus,BR,-3.28472,-60.18611
Pınarhisar,Pinarhisar,11180,Europe/Istanbul,TR,41.6271,27.51481
Majdal Shams,Majdal Shams,11180,Asia/Jerusalem,IL,33.27029,35.7716
La Resolana,La Resolana,11180,America/Mexico_City,MX,19.6052,-104.43433
Dohrighāt,Dohrighat,11180,Asia/Kolkata,IN,26.27217,83.50916
Albox,Albox,11178,Europe/Madrid,ES,37.38856,-2.14949
Bockenem,Bockenem,11177,Europe/Berlin,DE,52.00993,10.13197
Elwood,Elwood,11177,America/New_York,US,40.84538,-73.33512
Montelupo Fiorentino,Montelupo Fiorentino,11177,Europe/Rome,IT,43.72958,11.00997
Clyde,Clyde,11177,Australia/Melbourne,AU,-38.13333,145.33333
Grandview,Grandview,11176,America/Los_Angeles,US,46.25097,-119.9017
Pinheiro Machado,Pinheiro Machado,11176,America/Sao_Paulo,BR,-31.57833,-53.38111
Kinna,Kinna,11175,Africa/Nairobi,KE,0.31883,38.20499
Alberic,Alberic,11175,Europe/Madrid,ES,39.11667,-0.51667
Saraykent,Saraykent,11175,Europe/Istanbul,TR,39.69361,35.51111
Leon Valley,Leon Valley,11174,America/Chicago,US,29.49523,-98.61863
Puliyūr,Puliyur,11174,Asia/Kolkata,IN,10.63375,78.84139
San Clemente del Tuyú,San Clemente del Tuyu,11174,America/Argentina/Buenos_Aires,AR,-36.35419,-56.72568
Holíč,Holic,11174,Europe/Bratislava,SK,48.81105,17.16238
Toumoukro,Toumoukro,11172,Africa/Abidjan,CI,10.3855,-5.75062
Sainte-Savine,Sainte-Savine,11172,Europe/Paris,FR,48.29637,4.04642
São Bernardo,Sao Bernardo,11171,America/Fortaleza,BR,-3.36139,-42.41778
North Scituate,North Scituate,11171,America/New_York,US,41.83177,-71.58729
Terra Nova,Terra Nova,11169,America/Bahia,BR,-12.36667,-40.66667
Gördes,Gordes,11168,Europe/Istanbul,TR,38.93278,28.28942
El Tejar,El Tejar,11168,America/Mexico_City,MX,19.07433,-96.16097
Digapahandi,Digapahandi,11166,Asia/Kolkata,IN,19.37275,84.57184
Wuku,Wuku,11166,Asia/Shanghai,CN,33.02879,105.01375
Deshun,Deshun,11166,Asia/Shanghai,CN,26.18222,109.32028
Webb City,Webb City,11165,America/Chicago,US,37.14645,-94.463
Dudley,Dudley,11165,America/New_York,US,42.0451,-71.93007
Mapandan,Mapandan,11165,Asia/Manila,PH,16.0248,120.4547
Nizhniy Odes,Nizhniy Odes,11165,Europe/Moscow,RU,63.64451,54.85598
Alba Adriatica,Alba Adriatica,11165,Europe/Rome,IT,42.83176,13.9259
Calimaya,Calimaya,11165,America/Mexico_City,MX,19.16324,-99.6181
Tarboro,Tarboro,11164,America/New_York,US,35.89682,-77.5358
Banxi,Banxi,11164,Asia/Shanghai,CN,28.73428,108.81708
Salem,Salem,11164,Europe/Berlin,DE,47.76258,9.29031
Sierra Madre,Sierra Madre,11163,America/Los_Angeles,US,34.16167,-118.05285
Galena Park,Galena Park,11162,America/Chicago,US,29.73356,-95.23021
Lakshettipet,Lakshettipet,11162,Asia/Kolkata,IN,18.86667,79.21667
Olbernhau,Olbernhau,11162,Europe/Berlin,DE,50.6587,13.3425
Caminauit,Caminauit,11161,Asia/Manila,PH,12.33135,121.08251
Baranivka,Baranivka,11161,Europe/Kyiv,UA,50.29691,27.6622
Favona,Favona,11160,Pacific/Auckland,NZ,-36.93333,174.8
Methil,Methil,11160,Europe/London,GB,56.18543,-3.02157
L'Isle-Adam,L'Isle-Adam,11160,Europe/Paris,FR,49.10744,2.22818
Merlo,Merlo,11159,America/Argentina/San_Luis,AR,-32.34288,-65.01396
Tupac Amaru,Tupac Amaru,11159,America/Lima,PE,-13.71135,-76.1498
Annerley,Annerley,11158,Australia/Brisbane,AU,-27.51228,153.03248
Starokamyshinsk,Starokamyshinsk,11158,Asia/Yekaterinburg,RU,55.03912,61.58778
Junín,Junin,11158,America/Bogota,CO,4.78333,-75.01667
Olonne-sur-Mer,Olonne-sur-Mer,11157,Europe/Paris,FR,46.53524,-1.77293
Bahsūma,Bahsuma,11157,Asia/Kolkata,IN,29.20063,77.97221
Prymorsk,Prymorsk,11157,Europe/Kyiv,UA,46.73415,36.34599
Oxelösund,Oxeloesund,11157,Europe/Stockholm,SE,58.67057,17.10152
Tewantin,Tewantin,11157,Australia/Brisbane,AU,-26.39104,153.03432
Bartica,Bartica,11157,America/Guyana,GY,6.40799,-58.62192
Mallammaduri,Mallammaduri,11156,Africa/Lagos,NG,12.56427,9.95727
Lourdes,Lourdes,11155,Asia/Manila,PH,14.96667,120.68333
Camp Verde,Camp Verde,11155,America/Phoenix,US,34.56364,-111.85432
Hope Island,Hope Island,11154,Australia/Brisbane,AU,-27.87036,153.35164
São Brás de Alportel,Sao Bras de Alportel,11153,Europe/Lisbon,PT,37.1531,-7.88751
Nevele,Nevele,11153,Europe/Brussels,BE,51.03531,3.54574
Pader Palwo,Pader Palwo,11152,Africa/Kampala,UG,2.80056,33.135
Pavlikeni,Pavlikeni,11151,Europe/Sofia,BG,43.24278,25.32194
Kissing,Kissing,11150,Europe/Berlin,DE,48.30375,10.97088
Wigram,Wigram,11150,Pacific/Auckland,NZ,-43.55,172.55
Ayamé,Ayame,11149,Africa/Abidjan,CI,5.6052,-3.15709
Morbach,Morbach,11149,Europe/Berlin,DE,49.80772,7.12714
Jacupiranga,Jacupiranga,11149,America/Sao_Paulo,BR,-24.6925,-48.00222
Oakwood,Oakwood,11148,America/New_York,US,40.56399,-74.11598
Malpassé,Malpasse,11148,Europe/Paris,FR,43.3217,5.41551
Canet-en-Roussillon,Canet-en-Roussillon,11148,Europe/Paris,FR,42.7,3.01667
Mesker-Yurt,Mesker-Yurt,11147,Europe/Moscow,RU,43.25147,45.90716
Muromtsevo,Muromtsevo,11147,Asia/Omsk,RU,56.37238,75.24175
Sobreda,Sobreda,11146,Europe/Lisbon,PT,38.64961,-9.18977
Tineo,Tineo,11146,Europe/Madrid,ES,43.33765,-6.41452
Cologno al Serio,Cologno al Serio,11145,Europe/Rome,IT,45.57604,9.70892
Mount Kisco,Mount Kisco,11145,America/New_York,US,41.20426,-73.72708
Grabiszynek,Grabiszynek,11145,Europe/Warsaw,PL,51.08703,16.98629
Bailin,Bailin,11144,Asia/Shanghai,CN,33.48488,105.01155
Neya,Neya,11144,Europe/Moscow,RU,58.29708,43.86834
Flöha,Floeha,11143,Europe/Berlin,DE,50.85613,13.07407
Santo António da Charneca,Santo Antonio da Charneca,11143,Europe/Lisbon,PT,38.62561,-9.03043
Leiwang,Leiwang,11143,Asia/Shanghai,CN,34.05084,105.14418
Panajachel,Panajachel,11142,America/Guatemala,GT,14.74185,-91.15676
Flaxmere,Flaxmere,11142,Pacific/Auckland,NZ,-39.61824,176.78021
San Bartolomé Tlaltelulco,San Bartolome Tlaltelulco,11141,America/Mexico_City,MX,19.22738,-99.62964
Gblétia,Gbletia,11141,Africa/Abidjan,CI,5.6337,-6.62994
Gemona,Gemona,11141,Europe/Rome,IT,46.27405,13.12237
East Renton Highlands,East Renton Highlands,11140,America/Los_Angeles,US,47.48482,-122.11234
Fuvahmulah,Fuvahmulah,11140,Indian/Maldives,MV,-0.29878,73.42403
Diavatá,Diavata,11140,Europe/Athens,GR,40.68744,22.85799
Raymondville,Raymondville,11139,America/Chicago,US,26.48146,-97.78305
Etoumbi,Etoumbi,11139,Africa/Brazzaville,CG,0.02889,14.90556
Majagual,Majagual,11139,America/Bogota,CO,8.54119,-74.62942
Chechat,Chechat,11138,Asia/Kolkata,IN,24.76667,75.88333
Porto Novo,Porto Novo,11138,Atlantic/Cape_Verde,CV,17.01969,-25.06471
Oosterbeek,Oosterbeek,11138,Europe/Amsterdam,NL,51.98583,5.84583
San José de Feliciano,San Jose de Feliciano,11137,America/Argentina/Cordoba,AR,-30.38546,-58.75025
Chino Valley,Chino Valley,11137,America/Phoenix,US,34.75752,-112.45378
Lantana,Lantana,11136,America/New_York,US,26.58674,-80.05199
Bossemtele I,Bossemtele I,11136,Africa/Bangui,CF,5.79695,16.51792
Alcaudete,Alcaudete,11135,Europe/Madrid,ES,37.59091,-4.08237
Pallejà,Palleja,11134,Europe/Madrid,ES,41.42394,1.99505
Oneida,Oneida,11134,America/New_York,US,43.09257,-75.65129
Krasnogvardeyskoye,Krasnogvardeyskoye,11134,Europe/Simferopol,UA,45.50271,34.30134
Bécancour,Becancour,11134,America/Toronto,CA,46.34106,-72.43224
Hirson,Hirson,11133,Europe/Paris,FR,49.92262,4.08259
Evington,Evington,11133,Europe/London,GB,52.6,-1.06667
Pego,Pego,11133,Europe/Madrid,ES,38.84305,-0.11707
Badarwās,Badarwas,11133,Asia/Kolkata,IN,24.97516,77.5649
Meßstetten,Messstetten,11132,Europe/Berlin,DE,48.18317,8.96565
Dobbs Ferry,Dobbs Ferry,11131,America/New_York,US,41.01454,-73.87264
Gulf Shores,Gulf Shores,11131,America/Chicago,US,30.24604,-87.70082
Palmerstown,Palmerstown,11130,Europe/Dublin,IE,53.35019,-6.37778
Itaquitinga,Itaquitinga,11128,America/Recife,BR,-7.66778,-35.10167
Araban,Araban,11128,Europe/Istanbul,TR,37.42667,37.689
Borgo San Dalmazzo,Borgo San Dalmazzo,11128,Europe/Rome,IT,44.33785,7.4931
Ha’ergai Dadui,Ha'ergai Dadui,11128,Asia/Shanghai,CN,37.2515,100.42133
Grand Rapids,Grand Rapids,11127,America/Chicago,US,47.23717,-93.53021
Chhutmalpur,Chhutmalpur,11127,Asia/Kolkata,IN,30.03209,77.75329
Cernay,Cernay,11127,Europe/Paris,FR,47.8097,7.17699
Svetlodarsk,Svetlodarsk,11127,Europe/Kyiv,UA,48.43374,38.22331
Sarlat-la-Canéda,Sarlat-la-Caneda,11126,Europe/Paris,FR,44.88902,1.21656
Plan-de-Cuques,Plan-de-Cuques,11125,Europe/Paris,FR,43.34753,5.46398
Belém de São Francisco,Belem de Sao Francisco,11124,America/Recife,BR,-8.75389,-38.96583
Saint-Max,Saint-Max,11123,Europe/Paris,FR,48.70426,6.20686
Mtimbira,Mtimbira,11122,Africa/Dar_es_Salaam,TZ,-8.78333,36.35
Twon-Brass,Twon-Brass,11122,Africa/Lagos,NG,4.31231,6.24091
Nueva Concepción,Nueva Concepcion,11121,America/Guatemala,GT,14.2,-91.3
Guadalupe,Guadalupe,11121,Asia/Manila,PH,10.1165,123.6072
Mezhdurechenskiy,Mezhdurechenskiy,11121,Asia/Yekaterinburg,RU,59.6,65.93333
Coshocton,Coshocton,11121,America/New_York,US,40.27202,-81.85958
Boskovice,Boskovice,11121,Europe/Prague,CZ,49.48751,16.65997
